X,Y,ID,FSGName,TonsPerWeek,TYPE1,TYPE2,TYPE3,Address,Town,County,Zip,Phone,Website,Facebook,Active
496678.367321879,180152.215907351,178,INITIAL HOME BAKERY,0.13,Food Establishment,Bakery,,30 GARDEN ST,WILLIAMSTOWN,ORANGE,05679,(802) 433-8388,,,1
496830.174769755,179596.587977926,179,PUMP & PANTRY,0.378,Food Establishment,Restaurant,,34 BUSINESS CENTER RD,WILLIAMSTOWN,ORANGE,05679,8024331038,,http://www.facebook.com/pages/Pump-Pantry/132656650109373,1
492275.552054493,179600.353652399,180,HANHS VIETNAMESE COOKING,0.05,Food Establishment,Caterer,,320 AMANICKI TRAIL,WILLIAMSTOWN,ORANGE,05679,,,,1
496116.756412943,177885.869071456,181,LIMEHURST LAKE CAMPGROUND,0.055,Food Establishment,Lodging,,4104 VT ROUTE 14,WILLIAMSTOWN,ORANGE,05679,8023091234,,,1
496270.468673975,180685.765733306,182,WILLIAMSTOWN MIDDLE/HIGH SCHOOL,0.05425,Food Establishment,School,,120 HEBERT  RD,WILLIAMSTOWN,ORANGE,05679,8024335350,,,1
509757.749588821,248651.076593848,183,ALBANY COMMUNITY SCHOOL,0.034675,Food Establishment,School,,351 MAIN ST,ALBANY,ORLEANS,05820,8027556168,,,1
512785.292174279,243644.736292305,184,CHEF JEFFS GOURMET CATERING,0.05,Food Establishment,Caterer,,5805 CREEK RD,ALBANY,ORLEANS,05820,(802) 755-6885,,,1
509671.69352164,247939.760497343,185,VILLAGE HOUSE INN OF ALBANY,0.42,Food Establishment,Restaurant,,6722 ROUTE 14,ALBANY,ORLEANS,05820,(802) 754-2403,,,1
509505.464551982,247861.727368093,186,LAMARCHE ALBANY MARKET,0.18,Food Establishment,Grocery,,842 MAIN ST,ALBANY,ORLEANS,05820,(802) 755-6810,,,1
509521.306993156,247861.750739172,187,DEEP MOUNTAIN MAPLE,,Food Manufacturer,Food Processor,,P.O. BOX 68,ALBANY,ORLEANS,05820,(802) 5254-162,,,1
524983.874933184,247814.218865815,188,SUGARMILL FARM,,Food Manufacturer,Food Processor,,1296 GLOVER RD,BARTON,ORLEANS,05822,(802) 5253-701,,,1
525277.041852789,249815.601163138,189,PARSONS CORNER,0.42,Food Establishment,Restaurant,,14 GLOVER RD,BARTON,ORLEANS,05822,8025254500,,,1
525347.219047866,250093.688402239,192,BARTON SENIOR CENTER,0.1,Food Establishment,Senior meals,,17 VILLAGE SQUARE,BARTON,ORLEANS,05822,(802) 525-4400,,,1
522672.074047454,254206.447523733,194,B & W SNACK BAR INC,0.42,Food Establishment,Restaurant,,3098 BARTON-ORLEANS RD,BARTON,ORLEANS,05822,(802) 754-8579,,,1
522112.164927491,253637.762326226,195,LAKE REGION UNION HIGH SCHOOL,0.062475,Food Establishment,School,,317 LAKE REGION RD,BARTON,ORLEANS,05822,8027546521,,,1
522807.543023965,256173.842942275,197,VERMONT BEEF JERKY,,Food Manufacturer,Meat/Poultry/Seafood,,348 INDUSTRIAL PARK LN,BARTON,ORLEANS,05822,(802) 7549-412,,,1
525362.968642285,250115.975304174,199,CIRCLE K #7402,0.18,Food Establishment,Convenience Store,,452 MAIN ST,BARTON,ORLEANS,05822,,,,1
525442.94336964,249916.266151458,200,ORLEANS ELEMENTARY SCHOOL,0.066105,Food Establishment,School,,53 SCHOOL ST,BARTON,ORLEANS,05822,8027546650,,,1
526203.603968946,251752.87527095,202,BARTON GOLF CLUB,0.147,Food Establishment,Restaurant,,548 TELFER HILL RD,BARTON,ORLEANS,05822,8025251126,,,1
524706.303666442,254091.697155076,204,MAPLE LANE NURSING HOME,0.37275,Nursing/Assisted Living,Residential Facility,,60 MAPLE LANE,BARTON,ORLEANS,05822,(802) 754-8575,,,1
525705.414460897,249628.38357897,205,LAKE HOUSE SALOON LLC,0.525,Food Establishment,Restaurant,,67 MAIN ST,BARTON,ORLEANS,05860,8026730781,,,1
525307.888221534,250026.85902688,206,C & C SUPERMARKET,0.72,Food Establishment,Bakery,,71 CHURCH ST,BARTON,ORLEANS,05822,8025253444,,https://www.facebook.com/pages/C-C-Supermarket/140894589282185,1
525299.969607344,250026.827934665,207,MINGS HOUSE CHINESE RESTAURANT,0.42,Food Establishment,Restaurant,,72 CHURCH ST,BARTON,ORLEANS,05822,(802) 525-8888,,,1
525332.080859211,249915.829430286,209,BARTON GRADED SCHOOL,0.091605,Food Establishment,School,,137 CHURCH ST,BARTON,ORLEANS,05822,8025253636,,,1
534792.056613243,266573.540059299,212,WEST CHARLESTON COUNTRY STORE,0.05,Food Establishment,Caterer,,1074 VT ROUTE 105,CHARLESTON,ORLEANS,05872,,,,1
534902.935455568,266518.578173226,213,SCAMPYS COUNTRY STORE & DELI,0.13,Food Establishment,Bakery,,1155 VT ROUTE 105,CHARLESTON,ORLEANS,05830,8028954400,,http://www.facebook.com/pages/Scampys-Country-Store-Deli/182547121791064,1
535270.592835609,261419.780857433,214,CHARLIE CHANS EGGROLLS,0.05,Food Establishment,Home-based Business,,2549 VT ROUTE 5A,CHARLESTON,ORLEANS,05872,8028954770,,,1
537964.089042989,260434.981367911,215,CHARLESTON ELEMENTARY SCHOOL,0.063845,Food Establishment,School,,255 CENTER SCHOOL RD,CHARLESTON,ORLEANS,05872,8028952915,,,1
540331.648370866,259860.426211104,216,EAST CHARLESTON COUNTRY STORE,0.13,Food Establishment,Bakery,,7068 ROUTE 105,CHARLESTON,ORLEANS,05872,(802) 723-4303,,,1
521763.615351321,265404.805091916,217,PARKER PIE WINGS,0.2625,Food Establishment,Restaurant,,2628 AIRPORT ROAD,COVENTRY,ORLEANS,05855,,,,1
518580.445492382,262527.734218995,218,COVENTRY VILLAGE SCHOOL,0.05022,Food Establishment,School,,348 ROUTE 5,COVENTRY,ORLEANS,05825,8027546464,,,1
518336.36645761,262204.76694339,219,ROYERS SERVICE & MINI MART,0.05,Food Establishment,Caterer,,4775 ROUTE 5,COVENTRY,ORLEANS,05825,8027546911,,,1
511030.759066707,235985.231977908,220,WHETSTONE BROOK B & B,0.063,Food Establishment,Restaurant,,1037 S CRAFTSBURY ROAD,CRAFTSBURY,ORLEANS,05826,,,,1
510187.657594054,237195.067346236,221,"CRAFTSBURY INN, THE",0.26,Food Establishment,Restaurant,,107 SO CRAFTSBURY RD,CRAFTSBURY,ORLEANS,05826,(802) 586-2848,,,1
509415.505708578,238927.386288435,222,INN ON THE COMMON,0.26,Food Establishment,Restaurant,,1162 N CRAFTSBURY RD,CRAFTSBURY,ORLEANS,05826,(802) 586-9619,,,1
510155.972666455,237161.681251082,224,CRAFTSBURY GENERAL STORE,0.18,Food Establishment,Caterer,,118 S CRAFTSBURY RD,CRAFTSBURY,ORLEANS,05826,8023236245,http://craftsburygeneralstore.com/,https://www.facebook.com/pages/Craftsbury-General-Store/218639924925500,1
509359.38529757,239338.453453202,225,CRAFTSBURY ACADEMY,0.0576,Food Establishment,School,,1422 N CRAFTSBURY RD,CRAFTSBURY,ORLEANS,05826,8025862541,,,1
506426.418020264,237568.049258995,226,JUST GOOD COOKING,0.13,Food Establishment,Bakery,,1449 WILDBRANCH RD,CRAFTSBURY,ORLEANS,05826,(802) 586-6932,,,1
512566.677991077,237854.865303012,227,CRAFTSBURY COMMUNITY CARE CENTER,0.126,Nursing/Assisted Living,Residential Facility,,1784 E CRAFTSBURY ROAD,CRAFTSBURY,ORLEANS,05826,(802) 586-2414,http://www.craftsburycommunitycarecenter.org/,,1
510100.224035576,237294.939134865,228,C VILLAGE STORE,0.18,Food Establishment,Convenience Store,,25 S CRAFTSBURY RD,CRAFTSBURY,ORLEANS,05826,8025862554,,,1
510029.6085812,236783.673064345,229,PETE'S GREENS,0,Food Manufacturer,Food Processor,,266 S CRAFTSBURY RD,CRAFTSBURY,ORLEANS,05826,8025862882,,,1
509920.437116522,240706.083570901,230,MILL VILLAGE B & B,0.042,Food Establishment,Restaurant,,468 MILL VILLAGE ROAD,CRAFTSBURY,ORLEANS,05827,,,,1
510553.433361227,236706.721501561,231,KS KUPBOARD,0.13,Food Establishment,Bakery,,496 S CRAFTSBURY RD,CRAFTSBURY,ORLEANS,05826,(802) 586-2877,,,1
507673.829931231,242736.551546282,232,HUARD FAMILY FARM,0.05,Food Establishment,Home-based Business,,6627 VT ROUTE 14,CRAFTSBURY,ORLEANS,05661,8025862406,,,1
509264.443915232,239171.634823732,233,STERLING COLLEGE,0.05311,Food Establishment,College/University,,16 STERLING DR,CRAFTSBURY,ORLEANS,05827,8025867711,http://www.sterlingcollege.edu/,,1
510813.942541276,242252.108992565,234,CRAFTSBURY OUTDOOR CENTER,0.945,Food Establishment,Lodging,,535 LOST NATION  RD,CRAFTSBURY COMMON,ORLEANS,05661,8025867767,,,1
510821.870651835,242252.12226866,235,CRAFTSBURY OUTDOOR CAMP AT HOSMER POINT,0.7875,Food Establishment,Camp,,535 LOST NATION ROAD,CRAFTSBURY COMMON,ORLEANS,05827,,,,1
518753.544279011,227335.589563742,237,CIRCLE K #7400,0.13,Food Establishment,Bakery,,109 MAIN ST,DERBY,ORLEANS,05829,,,,1
530288.055669946,270306.828133128,238,LAKE SALEM INN B & B,0.084,Food Establishment,B&B,,1273 VT ROUTE 105,DERBY,ORLEANS,05829,8027665560,,,1
532969.791056026,269197.667506018,239,LA MEXICANA,0.05,Food Establishment,Caterer,,1542 DUMAS ROAD,DERBY,ORLEANS,05829,,,,1
531942.568761178,270948.304581966,240,WRIGHTS CATERING I,0.05,Food Establishment,Caterer,,163 DUMAS ROAD,DERBY,ORLEANS,05829,,,,1
529920.9308685,274539.128366274,241,PAULS SUGAR HOUSE,1.575,Food Establishment,Restaurant,,1928 US ROUTE 5,DERBY,ORLEANS,05829,8027665077,,,1
533523.297112504,276568.458974008,242,GARDEN OF EDIE,0.063,Food Establishment,Restaurant,,2005 HERRICK RD,DERBY,ORLEANS,05829,(802) 766-8116,,,1
529383.109371736,273125.290552607,244,DERBY GREEN NURSING HOME,0.12075,Nursing/Assisted Living,Residential Facility,,2853 U.S. 5,DERBY,ORLEANS,05829,(802) 766-2201,http://www.nchsi.org/getpage.php?name=derbygreen_mainpage&sub=Static,https://www.facebook.com/pages/Derby-Green-Nursing-Home/173311872691657,1
529178.825672747,272935.435841003,245,BORDER LOUNGE,0.26,Food Establishment,Bar,,3004 US ROUTE 5,DERBY,ORLEANS,05829,8025782642,,,1
529178.825672747,272935.435841003,246,HILLBILLY HIDEAWAY,0.525,Food Establishment,Restaurant,,3004 ROUTE 5,DERBY,ORLEANS,05855,,,,1
529163.196755543,272902.025807677,247,LEE WAH CHINESE RESTAURANT,0.26,Food Establishment,Restaurant,,3032 US ROUTE 5,DERBY,ORLEANS,05829,,,,1
529179.68718883,272746.520043848,248,DERBY COW PALACE,1.575,Food Establishment,Restaurant,,3111 ROUTE 5,DERBY,ORLEANS,05829,8027664724,,,1
529179.68718883,272746.520043848,249,COW PALACE,0.26,Food Establishment,Restaurant,,3111 US ROUTE 5,DERBY,ORLEANS,05829,,http://www.derbycowpalace.com/,,1
529132.444372355,272724.078934297,250,DERBY CORNER MINI MART,0.2625,Food Establishment,Restaurant,,3131 US ROUTE 5,DERBY,ORLEANS,05829,8027665141,,https://www.facebook.com/pages/Derby-Corner-Mini-Mart/140747775963530,1
529029.915754295,272712.500039334,251,CINTALATING BAKING,0.13,Food Establishment,Bakery,,3197 ROUTE 5,DERBY,ORLEANS,05829,(802) 766-5080,,,1
528840.488660011,272722.756368834,252,JENNIFER'S RESTAURANT OF DERBY,0.26,Food Establishment,Restaurant,,3300 US ROUTE 5,DERBY,ORLEANS,05829,,,,1
528864.561768443,272633.961578709,254,DERBY CANDLEPIN LANES,0.2415,Food Establishment,Restaurant,,3319 ROUTE 5,DERBY,ORLEANS,05829,(802) 766-2672,,,1
525133.726957736,274240.699889629,255,LAKE CATERING SERVICE,0.05,Food Establishment,Caterer,,3391 DARLING HILL RD,DERBY,ORLEANS,05829,(802) 334-6005,,,1
528202.174971526,272530.991792723,256,DEB'S REDEMPTION CITY,0.18,Food Establishment,Grocery,"Beer, wine, liquor store",3731 US ROUTE 5,DERBY,ORLEANS,05829,,,,1
528185.903628582,272642.049153795,257,ELKS LODGE ROOM,0.05,Food Establishment,Private Club,,3736 US ROUTE 5,DERBY,ORLEANS,05829,8027668838,,,1
527886.295718295,272585.171950628,258,CHAMPLAIN FARMS,0.13,Food Establishment,Restaurant,Deli,3922 ROUTE 5,DERBY,ORLEANS,05829,8028641519,,,1
527902.319712821,272529.677300127,259,CHAMPLAIN FARMS,0.105,Food Establishment,Bakery,,3923 ROUTE 5,DERBY,ORLEANS,05829,(802) 766-2182,,,1
527366.164323881,272427.345931141,260,ROASTERS CAFE & DELI,0.2625,Food Establishment,Restaurant,,4267 US ROUTE 5,DERBY,ORLEANS,05855,8023346556,,,1
527318.485933908,272504.932446326,261,VERMONT PIE AND PASTA CO,1.3125,Food Establishment,Restaurant,,4278 US ROUTE 5,DERBY,ORLEANS,05855,8022741317,http://www.vtpiecompany.com/,,1
531566.344931927,278403.259390803,262,RACHELS TEAPOT CAFE,0.2625,Food Establishment,Restaurant,,43 MAIN STREET,DERBY,ORLEANS,05830,,,,1
527230.928775928,272682.36551325,263,SHAWS #610,0.72,Food Establishment,Bakery,,4340 US ROUTE 5,DERBY,ORLEANS,05829,5083508620,,,1
527097.962697032,272403.978841099,264,HOAGIES PIZZA & PASTA EXPRESS,0.252,Food Establishment,Restaurant,,4397 US ROUTE 5,DERBY,ORLEANS,05855,8023345880,http://hoagiespizzapasta.com/,,1
527026.614457353,272481.467314008,265,DERBY SHORT STOP,0.18,Food Establishment,Grocery,,4486 ROUTE 5,DERBY,ORLEANS,05829,(802) 527-0116,,,1
527026.614457353,272481.467314008,266,DERBY JOLLEY #113,0.055,Food Establishment,Restaurant,,4486 US ROUTE 5,DERBY,ORLEANS,05829,8025273272,,,1
526963.861184733,272392.299514655,267,VILLAGE PIZZA,0.6615,Food Establishment,Restaurant,,4503 US ROUTE 5,DERBY,ORLEANS,05829,,,,1
526892.467752538,272480.902162568,268,McDonald’s,1.0395,Food Establishment,Restaurant,,4558 US ROUTE 5,DERBY,ORLEANS,05829,8023347793,,,1
532583.852779271,278308.35123959,269,MICHAUD MEMORIAL MANOR,0.1785,Nursing/Assisted Living,Residential Facility,,47 HERRICK ROAD,DERBY,ORLEANS,05830,,,,1
531261.980280938,277768.318521151,270,DERBY VILLAGE STORE,0.18,Food Establishment,Convenience Store,,483 MAIN ST,DERBY,ORLEANS,05829,8027662215,http://www.vaics.org/stores?store=89,,1
531214.673373815,277768.087206147,271,"BIRCHWOOD B & B, THE",0.063,Food Establishment,Restaurant,,502 MAIN STREET,DERBY,ORLEANS,05830,,,,1
526152.486409803,272044.433301739,272,AMERICAS TACO SHOP,0.26,Food Establishment,Restaurant,,5043 US ROUTE 5,DERBY,ORLEANS,05829,8024879309,,,1
526789.280180014,272624.936841964,273,PRICE CHOPPER #219,0.13,Food Establishment,Bakery,,56 COMMONS DR,DERBY,ORLEANS,05829,8023341475,http://www.pricechopper.com/,,1
529087.524677335,272190.454572152,274,NORTH COUNTRY UNION JUNIOR HIGH SCHOOL,0.09928,Food Establishment,School,,57 JUNIOR HIGH DR,DERBY,ORLEANS,05829,8027662276,,,1
519045.246274575,228125.390827834,275,JANE'S,0.26,Food Establishment,Restaurant,,43 Main  ST,DERBY,ORLEANS,05829,8198767849,,,1
528978.102353941,271956.587102249,276,COUNTRY THYME VERMONT,0.18,Food Establishment,Grocery,Specialty foods,60 VT ROUTE 111,DERBY,ORLEANS,05829,,http://www.countrythymevermont.com/,,1
526757.252271333,272735.931691842,278,CHINA MOON BUFFET,1.3125,Food Establishment,Restaurant,,72 COMMONS DR UNIT 30,DERBY,ORLEANS,05829,8023341888,,,1
530093.977222293,277996.083427717,279,DERBY ELEMENTARY SCHOOL,0.223175,Food Establishment,School,,907 ELM ST,DERBY,ORLEANS,05829,8028733162,,,1
531391.482247368,270656.64275204,280,COUTTS MORIARTY CAMP INC,0.504,Food Establishment,Camp,,PO BOX 565 LAKE SALEM,DERBY,ORLEANS,05829,,,,1
541037.040755615,259598.183097417,281,BAKER BOBS,0.05,Food Establishment,Caterer,,39 ROCKY LEDGE ROAD,EAST CHARLESTON,ORLEANS,05833,,,,1
540592.256185774,261162.279406887,282,FUNK A LICIOUS,0.05,Food Establishment,Caterer,,84 WEST ECHO LAKE ROAD,EAST CHARLESTON,ORLEANS,05833,(802) 723-4530,,,1
525363.056112406,250093.750713172,283,COLD SPRING KITCHEN,0.05,Food Establishment,Caterer,,1 MAIN STEET,GLOVER,ORLEANS,05839,,,,1
524748.541985282,245146.336550158,284,CURRIERS DELI,0.18,Food Establishment,Restaurant,,2984 Glover  ST,GLOVER,ORLEANS,05839,8025258822,http://www.vaics.org/stores?store=21,,1
524605.983801614,245123.566757217,285,GLOVER COMMUNITY SCHOOL,0.06324,Food Establishment,School,,100 SCHOOL ST,GLOVER,ORLEANS,05839,8025256958,,,1
521609.909321914,247646.457041538,286,PARKER PIE COMPANY,0.483,Food Establishment,Bakery,,161 COUNTY RD,GLOVER,ORLEANS,05875,8025253366,http://www.parkerpie.com/,,1
521515.30075212,242756.714336504,287,SCOTTY DOGS,0.05,Food Establishment,Caterer,,2307 PERRON HILL,GLOVER,ORLEANS,05839,,,,1
521189.324370097,243044.556239265,288,PERRON MAPLE,,Food Manufacturer,Food Processor,,2580 PERRON HL,GLOVER,ORLEANS,05839,(802) 5254-370,,,1
519219.72333297,241604.913543177,289,COLD SPRING KITCHEN,0.13,Food Establishment,Bakery,,28 COLD SPRING ROAD,GLOVER,ORLEANS,05839,,,,1
524788.207692939,245135.376394621,290,RILEYS FRESH SQUEEZED LEMONADE,0.05,Food Establishment,Caterer,,2981 GLOVER STREET,GLOVER,ORLEANS,05822,,,,1
524756.466591402,245146.366941276,291,WOODEN SPOON THE,0.05,Food Establishment,Caterer,,2984 GLOVER ST,GLOVER,ORLEANS,05839,(802) 525-8822,,,1
524780.240409778,245146.458173016,292,PETES BUSY BEE,0.26,Food Establishment,Restaurant,,2985 GLOVER ST,GLOVER,ORLEANS,05839,(802) 673-9036,,,1
524780.240409778,245146.458173016,293,GLOVER BUSY BEE,0.1575,Food Establishment,Restaurant,,2985 GLOVER ST,GLOVER,ORLEANS,05822,8025254800,,,1
524677.730357506,245012.716979755,294,"UNION HOUSE NURSING HOME, INC.",0.231,Nursing/Assisted Living,Residential Facility,,3086 GLOVER ROAD,GLOVER,ORLEANS,05839,,,,1
524552.387629084,242545.298342046,295,RUNAWAY CAFE,0.1365,Food Establishment,Restaurant,,316 DRY POND ROAD,GLOVER,ORLEANS,05839,,http://www.therunawaycafe.com/,,1
517292.844814914,241655.030462189,296,RODGERS COUNTRY INN,0.063,Food Establishment,B&B,,582 RODGERS RD,GLOVER,ORLEANS,05875,8025256677,,,1
521558.72046085,241623.406538659,297,LAKESIDE HAVEN,0.063,Food Establishment,B&B,,76 MAYNARD DR,GLOVER,ORLEANS,05839,8025253196,,,1
513530.117389292,236189.99156199,298,CIRCUS SMIRKUS,0.14175,Food Establishment,Camp,,1 CIRCUS ROAD,GREENSBORO,ORLEANS,05841,,,,1
515628.912169891,234616.800787882,299,BIEN FAIT SPECIALTY CAKES,0.13,Food Establishment,Bakery,,100 ATHERTON WAY,GREENSBORO,ORLEANS,05841,8025332253,https://bienfaitcakes.com,,1
516359.86310756,231196.090531254,300,LAKEVIEW USD #43,0.04407,Food Establishment,School,,189 LAURDEON AVE,GREENSBORO,ORLEANS,05841,8025337066,,,1
516036.700099759,230206.313060101,301,LAKEVIEW INN,0.7875,Food Establishment,Restaurant,,295 BREEZY AV,GREENSBORO,ORLEANS,05401,(802) 533-2291,,,1
516036.700099759,230206.313060101,302,MACKIN EDIBLES,0.05,Food Establishment,Caterer,,295 BREEZY HILL,GREENSBORO,ORLEANS,05841,,,,1
516022.488859204,229528.445480763,303,TEE OFF THE,0.26,Food Establishment,Restaurant,,316 COUNTRY CLUB RD,GREENSBORO,ORLEANS,05841,(802) 754-2497,,,1
516154.736078888,230651.086778026,304,CASSIES CORNER,0.13,Food Establishment,Home-based Business,,38 Beach Rd,GREENSBORO,ORLEANS,05841,8025862288,,,1
518268.513933329,233079.12778656,305,WOODS EDGE FARM,,Food Manufacturer,Food Processor,,39 SWAMP ROAD,GREENSBORO,ORLEANS,05842,,,,1
516923.780527496,231175.314116952,306,GREENSBORO NURSING HOME,0.05,Food Establishment,Caterer,,47 MAGGIES POND RD,GREENSBORO,ORLEANS,05841,,,,1
516923.780527496,231175.314116952,307,GREENSBORO NURSING HOME,0.1575,Nursing/Assisted Living,Residential Facility,,47 MAGGIE'S POND ROAD,GREENSBORO,ORLEANS,05841,(802) 533-7054,,,1
519063.813583328,227214.261580228,308,RED HOUSE GRANOLA,,Food Manufacturer,Food Processor,,55 TOUSANT HILL ROAD,GREENSBORO,ORLEANS,05842,,,,1
516234.243033095,230617.949296137,310,WILLEY'S STORE,0.18,Food Establishment,Grocery,,7 BREEZY AVENUE,GREENSBORO,ORLEANS,05841,(802) 533-2621,,http://www.facebook.com/pages/Willeys-Store-in-Greensboro-VT/174240681605,1
518942.766316437,227847.290812298,311,SMITHS GROCERY INC,0.26,Food Establishment,Restaurant,,767 MAIN ST,GREENSBORO,ORLEANS,05842,8025332631,,,1
538415.000887136,274884.565379596,312,HOLLAND ELEMENTARY SCHOOL,0.03842,Food Establishment,School,,26 SCHOOL RD,HOLLAND,ORLEANS,05830,8028954455,,,1
486469.660268123,277439.450646766,313,RAYS MEAT & GROCERY MARKET,0.05,Food Establishment,Caterer,,1 PARK AVE,IRASBURG,ORLEANS,05845,8027546591,http://www.raysmarketonthecommon.com/,,1
517328.662818904,260735.107875797,314,RIVER OF LIFE,0.42,Food Establishment,Camp,,1145 ROUTE 14,IRASBURG,ORLEANS,05845,,,,1
517190.136432877,256367.51416822,315,PETES EATS,0.05,Food Establishment,Caterer,,145 UNDER THE HILL ROAD,IRASBURG,ORLEANS,05845,,,,1
517974.422113303,255969.608609679,316,IRASBURG VILLAGE SCHOOL,0.06324,Food Establishment,School,,292 ROUTE 58 EAST,IRASBURG,ORLEANS,05845,8027548810,,,1
518471.654933617,261882.889476094,317,CRAZY HORSE LLC,0.26,Food Establishment,Restaurant,,4549 ROUTE 5,IRASBURG,ORLEANS,05845,(802) 754-2400,,,1
518312.687336451,262193.586757134,318,MARTHA'S DINER,0.2835,Food Establishment,Restaurant,,4775 ROUTE 5,IRASBURG,ORLEANS,05825,,,,1
517278.975890094,255689.890995879,319,COTTONWOOD QUILTS,0.105,Food Establishment,Restaurant,,4862 ROUTE 14,IRASBURG,ORLEANS,05845,,,,1
518066.500199055,254169.646455679,320,CASTLE SHOPPE,0.13,Food Establishment,Bakery,,4887 BURTON HILL RD,IRASBURG,ORLEANS,05845,(802) 754-2057,,,1
515818.959383614,254208.179613185,322,BOBS QUICK STOP,0.18,Food Establishment,Convenience Store,,6196 VERMONT ROUTE 14,IRASBURG,ORLEANS,05845,8027542104,,,1
504813.866899722,271937.247611717,323,JAY COUNTRY STORE,0.1575,Food Establishment,Restaurant,,1077 VT ROUTE 242,JAY,ORLEANS,05859,8029884040,http://jaycountrystore.com/,https://www.facebook.com/jaycountrystore,1
504790.158875891,271981.680564361,324,JAY VILLAGE INN,0.336,Food Establishment,Lodging,,1078 VT ROUTE 242,JAY,ORLEANS,05859,8029882306,http://thejayvillageinn.com/,,1
505129.076061905,272504.23967308,325,JAY/WESTFIELD JOINT SCHOOL,0.054805,Food Establishment,School,,257 REVOIR FLAT RD,JAY,ORLEANS,05859,,,,1
501010.307027433,270768.686828698,326,INGLENOOK LODGE,0.26,Food Establishment,Restaurant,,3866 ROUTE 242,JAY,ORLEANS,05859,(802) 988-2880,,,1
500434.157739653,270157.425944368,327,SNOWLINE,0.26,Food Establishment,Restaurant,,4434 ROUTE 242,JAY,ORLEANS,05859,(802) 988-2822,,,1
499881.586974286,269812.920353207,328,INTERNATIONAL HOUSE & FOOD SERVICE,2.73,Food Establishment,Restaurant,,JAY PEAK  RD,JAY,ORLEANS,05859,8029882611,,,1
499881.586974286,269812.920353207,329,TRAM HOUSE PIZZERIA & GOLDEN EAGLE,0.26,Food Establishment,Restaurant,,4850 ROUTE 242,JAY,ORLEANS,05859,,,,1
499881.586974286,269812.920353207,330,ALICES TABLE TOWER BAR & AROMAS,3.4125,Food Establishment,Restaurant,,79 WEST BOWL RD,JAY,ORLEANS,05859,8029882611,,,1
499881.586974286,269812.920353207,331,JAY PEAK GOLF CLUB HOUSE,0.735,Food Establishment,Lodging,,116 CLUBHOUSE RD,JAY,ORLEANS,05859,8029882611,,,1
499881.586974286,269812.920353207,332,JAY PEAK ICE HAUS,0.7875,Food Establishment,Restaurant,,77 TRAILSIDE RD,JAY,ORLEANS,05859,8029882611,,,1
499731.639990554,270835.288692894,333,FOUNDRY RESTAURANT THE,2.1,Food Establishment,Restaurant,,80 TRAILSIDE RD,JAY,ORLEANS,05859,8029882611,,,1
499731.639990554,270835.288692894,334,HOTEL JAY,3.024,Food Establishment,Restaurant,,80 TRAILSIDE ROAD,JAY,ORLEANS,05859,,,,1
